username,credit,role,uid,permission,gradepoint
huosijie,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,61390,1,0 个
apcyu,1,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,87215,1,0 个
narcy,20,新农上路-加分请看每个版右边栏,89522,10,0 个
muscl,297,中级农民-加分请看右边栏-多参与|分享|记录|反馈,8812,50,0 个
altair,55,新农上路-加分请看每个版右边栏,56196,10,0 个
mxx,103,中级农民-加分请看右边栏-多参与|分享|记录|反馈,71120,50,0 个
haohaoxu,294,中级农民-加分请看右边栏-多参与|分享|记录|反馈,1600,50,0 个
rival,253,中级农民-加分请看右边栏-多参与|分享|记录|反馈,8846,50,0 个
flyingman,13,新农上路-加分请看每个版右边栏,47269,10,0 个
februarycs,80,新农上路-加分请看每个版右边栏,50357,10,0 个
onlyno1001,496,中级农民-加分请看右边栏-多参与|分享|记录|反馈,44108,50,0 个
chimin,1,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,64311,1,0 个
redfedora,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,91354,1,0 个
仙人嘻嘻,83,新农上路-加分请看每个版右边栏,91939,10,0 个
346799,0,禁止发言,92117,0,0 个
9490678,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,92492,1,0 个
杰克曼,1,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,93422,1,0 个
sophie鱼儿,1596,高级农民,39018,80,0 个
shanzai12,45,新农上路-加分请看每个版右边栏,456,10,0 个
lctt,14,新农上路-加分请看每个版右边栏,158,10,0 个
Cindy,35,新农上路-加分请看每个版右边栏,506,10,0 个
stitchwei,37,新农上路-加分请看每个版右边栏,258,10,0 个
jewioru_o,130,中级农民-加分请看右边栏-多参与|分享|记录|反馈,49136,50,0 个
ctone,26,新农上路-加分请看每个版右边栏,48185,10,0 个
completist,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,67618,1,0 个
莫言莫不言,0,禁止发言,70902,0,0 个
山石榴,41,新农上路-加分请看每个版右边栏,49795,10,0 个
tracyw700,19,新农上路-加分请看每个版右边栏,40569,10,0 个
whitenights,263,中级农民-加分请看右边栏-多参与|分享|记录|反馈,51828,50,0 个
xxrenzhe,25,新农上路-加分请看每个版右边栏,53549,10,0 个
JoshISEE,277,中级农民-加分请看右边栏-多参与|分享|记录|反馈,38533,50,0 个
六月晴朗,1,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,48091,1,0 个
haoshaochi,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,56860,1,0 个
小满,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,56662,1,0 个
Spy,10,新农上路-加分请看每个版右边栏,2163,10,0 个
terry7758,2,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,60737,1,0 个
chenchuan0101,37,新农上路-加分请看每个版右边栏,58418,10,0 个
SlamDunk,697,勤奋农民-感谢提供高质量信息和讨论,162,80,0 个
xyxyxy,141,中级农民-加分请看右边栏-多参与|分享|记录|反馈,26489,50,0 个
AndrewBang,206,中级农民-加分请看右边栏-多参与|分享|记录|反馈,40264,50,0 个
bj_amy,-14,潜水一族-请阅读论坛左上角新农必入区说明按规矩报到,45931,0,0 个
onethird,1,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,48877,1,0 个
super2047,55,新农上路-加分请看每个版右边栏,553,10,0 个
iAzure,163,中级农民-加分请看右边栏-多参与|分享|记录|反馈,4051,50,0 个
athrun,659,勤奋农民-感谢提供高质量信息和讨论,4064,80,0 个
zhangjinhui,6,新农上路-加分请看每个版右边栏,38781,10,0 个
ocean180,22,新农上路-加分请看每个版右边栏,40320,10,0 个
curiousdog,129,中级农民-加分请看右边栏-多参与|分享|记录|反馈,40326,50,0 个
machao,8,新农上路-加分请看每个版右边栏,42786,10,0 个
扶紫,545,勤奋农民-感谢提供高质量信息和讨论,40117,80,0 个
stringtheory,25,新农上路-加分请看每个版右边栏,66819,10,0 个
mathsgejun,1,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,79665,1,0 个
qeeainburg,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,78505,1,0 个
qjwshz,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,98275,1,0 个
andnot,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,94538,1,0 个
shuimiaofeng,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,97577,1,0 个
小陈leo,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,99668,1,0 个
hs9906,1,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,42075,1,0 个
chenraneugene,27,新农上路-加分请看每个版右边栏,47284,10,0 个
wzyfrank2012,385,中级农民-加分请看右边栏-多参与|分享|记录|反馈,47095,50,0 个
Roxie,4,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,50039,1,0 个
nie911,3,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,52309,1,0 个
DarthSidious,120,中级农民-加分请看右边栏-多参与|分享|记录|反馈,1618,50,0 个
gkywkf,1768,高级农民,11,80,0 个
flyflyabroad,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,54846,1,0 个
tiancaikobe,14,新农上路-加分请看每个版右边栏,44472,10,0 个
xiaotianli,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,59320,1,0 个
zhuzhda,1177,高级农民,40581,80,0 个
viewfinder,10,新农上路-加分请看每个版右边栏,40731,10,0 个
qubonn,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,67501,1,0 个
Ihavenothing,61,新农上路-加分请看每个版右边栏,44327,10,0 个
AGaudi,1,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,66132,1,0 个
nothing818,12,新农上路-加分请看每个版右边栏,49419,10,0 个
lingtingabc,27,新农上路-加分请看每个版右边栏,40979,10,0 个
quantumdot,171,中级农民-加分请看右边栏-多参与|分享|记录|反馈,42819,50,0 个
cross2012,113,中级农民-加分请看右边栏-多参与|分享|记录|反馈,38639,50,0 个
rodmanleeqd,1,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,39673,1,0 个
loveason77,2,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,39701,1,0 个
caeser123,95,新农上路-加分请看每个版右边栏,1481,10,0 个
docora,1699,高级农民,3031,80,0 个
黎明破晓,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,43302,1,0 个
xychen2011,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,74291,1,0 个
371684069,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,105970,1,0 个
guoqing,19,新农上路-加分请看每个版右边栏,52913,10,0 个
levin,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,90885,1,0 个
Carlvado,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,104274,1,0 个
dreambright,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,90914,1,0 个
JHesta,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,102991,1,0 个
Aragon,1024,高级农民,49842,80,0 个
arieljin,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,55103,1,0 个
youngtoti,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,89032,1,0 个
zhaowen901,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,93157,1,0 个
lingyics,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,96332,1,0 个
Blunt,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,97999,1,0 个
sylvia1022,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,99589,1,0 个
lilyzhou,3,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,55220,1,0 个
lisahk,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,88827,1,0 个
NTU_YY,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,96003,1,0 个
wcsoswto,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,105456,1,0 个
lukeken,5,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,102352,1,0 个
billzhangheng,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,86900,1,0 个
kobebyrant,639,勤奋农民-感谢提供高质量信息和讨论,39011,80,0 个
wendys905276,-1,潜水一族-请阅读论坛左上角新农必入区说明按规矩报到,55488,0,0 个
foreverforever,4,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,80443,1,0 个
Ivy_Fighters,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,96800,1,0 个
wuyangjack,287,撼地神牛,44523,80,0 个
mileschen,3,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,55495,1,0 个
tjyinxiu,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,69377,1,0 个
liuxianming,293,撼地神牛,50791,80,0 个
yimusanfen2012,26,新农上路-加分请看每个版右边栏,51766,10,0 个
yun13,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,43382,1,0 个
purplesky,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,85065,1,0 个
peterxwl,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,101261,1,0 个
devilish_1,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,93645,1,0 个
xi1380,493,中级农民-加分请看右边栏-多参与|分享|记录|反馈,51397,50,0 个
opvincy,122,中级农民-加分请看右边栏-多参与|分享|记录|反馈,47703,50,0 个
hcum,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,92880,1,0 个
ontheroad,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,91429,1,0 个
631857354,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,75786,1,0 个
zhaoweigg,103,中级农民-加分请看右边栏-多参与|分享|记录|反馈,45429,50,0 个
hhjjxx1989,404,中级农民-加分请看右边栏-多参与|分享|记录|反馈,51015,50,0 个
noway,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,64666,1,0 个
blackrose,225,中级农民-加分请看右边栏-多参与|分享|记录|反馈,51280,50,0 个
idyllwang,1,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,53514,1,0 个
wxhsin2,5,新农上路-加分请看每个版右边栏,39032,10,0 个
马哥不爽了,11,新农上路-加分请看每个版右边栏,86183,10,0 个
Irisnow,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,88333,1,0 个
sunersun,15,新农上路-加分请看每个版右边栏,38521,10,0 个
forthhs2005,55,新农上路-加分请看每个版右边栏,51261,10,0 个
neptune6144,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,57171,1,0 个
neptune6164,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,49177,1,0 个
Amymm,167,中级农民-加分请看右边栏-多参与|分享|记录|反馈,49959,50,0 个
whatever,318,中级农民-加分请看右边栏-多参与|分享|记录|反馈,44779,50,0 个
changecz719,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,64102,1,0 个
慕容容若,2,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,64564,1,0 个
511404806,44,新农上路-加分请看每个版右边栏,10992,10,0 个
straybirds0307,151,中级农民-加分请看右边栏-多参与|分享|记录|反馈,43926,50,0 个
abcdefgh16,130,中级农民-加分请看右边栏-多参与|分享|记录|反馈,39909,50,0 个
prettywater,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,65268,1,0 个
fly0123,118,中级农民-加分请看右边栏-多参与|分享|记录|反馈,51242,50,0 个
kanzuobian,80,新农上路-加分请看每个版右边栏,59818,10,0 个
flyfj,99,新农上路-加分请看每个版右边栏,46275,10,0 个
selene919,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,65702,1,0 个
minihorse,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,64316,1,0 个
lingyuan811,122,中级农民-加分请看右边栏-多参与|分享|记录|反馈,53922,50,0 个
karagawa,60,新农上路-加分请看每个版右边栏,58560,10,0 个
MAT0707,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,63675,1,0 个
dgchangjie,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,60373,1,0 个
勇敢的心,7,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,57985,1,0 个
esmeralda0713,-1,潜水一族-请阅读论坛左上角新农必入区说明按规矩报到,61245,0,0 个
yan1237319,11,新农上路-加分请看每个版右边栏,48052,10,0 个
changli9223,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,61340,1,0 个
anonymousfarmer,323,中级农民-加分请看右边栏-多参与|分享|记录|反馈,45853,50,0 个
zyx5623,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,63433,1,0 个
marymerry,-2,潜水一族-请阅读论坛左上角新农必入区说明按规矩报到,59468,0,0 个
oznrb,114,中级农民-加分请看右边栏-多参与|分享|记录|反馈,48627,50,0 个
hunter900922,1748,高级农民,43859,80,0 个
yangyilin12,308,中级农民-加分请看右边栏-多参与|分享|记录|反馈,51741,50,0 个
japannippon,589,勤奋农民-感谢提供高质量信息和讨论,45333,80,0 个
ericalingyuan,465,中级农民-加分请看右边栏-多参与|分享|记录|反馈,41282,50,3 个
月下花魂,10,新农上路-加分请看每个版右边栏,40987,10,0 个
Dwyane,109,中级农民-加分请看右边栏-多参与|分享|记录|反馈,45947,50,0 个
cindyxie199,4,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,51635,1,0 个
野悍马,396,中级农民-加分请看右边栏-多参与|分享|记录|反馈,46396,50,0 个
xpp,83,新农上路-加分请看每个版右边栏,54994,10,0 个
jacksonkoo,-3,潜水一族-请阅读论坛左上角新农必入区说明按规矩报到,59217,0,0 个
feng123,1,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,60838,1,0 个
almightyeric,151,中级农民-加分请看右边栏-多参与|分享|记录|反馈,48951,50,0 个
安然,331,中级农民-加分请看右边栏-多参与|分享|记录|反馈,2421,50,0 个
chillyqi,250,中级农民-加分请看右边栏-多参与|分享|记录|反馈,50099,50,0 个
ontheway,13,新农上路-加分请看每个版右边栏,23,10,0 个
xrq818,63,新农上路-加分请看每个版右边栏,56121,10,0 个
nebra,10,新农上路-加分请看每个版右边栏,57306,10,0 个
茫茫星,115,中级农民-加分请看右边栏-多参与|分享|记录|反馈,47993,50,0 个
gmu,30,新农上路-加分请看每个版右边栏,40449,10,0 个
mithril,106,中级农民-加分请看右边栏-多参与|分享|记录|反馈,45397,50,0 个
Zoe_Su,257,中级农民-加分请看右边栏-多参与|分享|记录|反馈,46868,50,0 个
